;rede_id;redner_id;redner_name;fraktion;rolle_kurz;sitzung-nr;sitzung-datum;rede_länge;anti_eliticm;people_centrism;left_wing_ideology;right_wing_ideology
2211;ID202902400;11004757;Dr. Christoph Hoffmann;FDP;;29;08.04.2022;555;0.09870646;0.03670802;0.023931727;0.0068655307
2212;ID202902500;11003706;Artur Auernhammer;CDU/CSU;;29;08.04.2022;859;0.09387853;0.011247577;0.006262082;0.018296791
2213;ID202902600;11005103;Dr. Franziska Kersten;SPD;;29;08.04.2022;675;0.04481981;0.009546433;0.0060677473;0.004962447
2214;ID202902700;11004414;Dr. Wolfgang Stefinger;CDU/CSU;;29;08.04.2022;605;0.0683449;0.0114960205;0.007170416;0.0047521256
2215;ID202902800;11005241;Derya Türk-Nachbaur;SPD;;29;08.04.2022;551;0.011937342;0.045366354;0.012113836;0.005172274
2216;ID202903000;11003544;Olav Gutting;CDU/CSU;;29;08.04.2022;748;0.043844007;0.022993527;0.014117142;0.00468756
2217;ID202903100;11005143;Parsa Marvi;SPD;;29;08.04.2022;773;0.028476827;0.035352506;0.026676277;0.004923564
2218;ID202903200;11004727;Albrecht Glaser;AFD;;29;08.04.2022;732;0.03820011;0.006701736;0.0049498756;0.004078531
2219;ID202903300;11005019;Katharina Beck;BÜNDNIS 90/DIE GRÜNEN;;29;08.04.2022;453;0.010208032;0.09458337;0.0075186435;0.005812769
2220;ID202903400;11005260;Janine Wissler;DIE LINKE;;29;08.04.2022;458;0.120793484;0.041428726;0.09972308;0.004902171
2221;ID202903500;11004745;Markus Herbrand;FDP;;29;08.04.2022;332;0.010585612;0.008912162;0.004878943;0.0047218525
2222;ID202903600;11004285;Fritz Güntzler;CDU/CSU;;29;08.04.2022;948;0.026033517;0.009167085;0.0048548216;0.0042009847
2223;ID202903700;11005084;Nadine Heselhaus;SPD;;29;08.04.2022;531;0.0076934607;0.043728475;0.0071544335;0.0049582277
2224;ID202903800;11005039;Dr. Sandra Detzer;BÜNDNIS 90/DIE GRÜNEN;;29;08.04.2022;365;0.015334265;0.00927741;0.004967619;0.0050924583
2225;ID202903900;11004936;Dr. Christian Wirth;AFD;;29;08.04.2022;568;0.24124858;0.055649083;0.012544801;0.13635822
2226;ID202904000;11004802;Helge Lindh;SPD;;29;08.04.2022;961;0.24939504;0.02145877;0.020488998;0.011447676
2227;ID202904100;11005171;Moritz Oppelt;CDU/CSU;;29;08.04.2022;704;0.09988488;0.13552383;0.021479528;0.006319818
2228;ID202904200;11004857;Filiz Polat;BÜNDNIS 90/DIE GRÜNEN;;29;08.04.2022;754;0.15460446;0.09015125;0.047349997;0.015879514
2229;ID202904300;999990123;Clara Bünger;DIE LINKE;;29;08.04.2022;402;0.30041137;0.025332702;0.019851988;0.03891601
2230;ID202904400;11004175;Stephan Thomae;FDP;;29;08.04.2022;758;0.27962324;0.029067768;0.02394413;0.024899736
2231;ID202904500;11004304;Alexander Hoffmann;CDU/CSU;;29;08.04.2022;794;0.06395287;0.033805232;0.008275365;0.0066985926
2232;ID202904600;11004448;Gülistan Yüksel;SPD;;29;08.04.2022;704;0.101693064;0.10263191;0.061486274;0.006245613
2233;ID202904700;11004113;Dietrich Monstadt;CDU/CSU;;29;08.04.2022;629;0.010907773;0.011366212;0.005695131;0.004703488
2234;ID202904800;11005098;Anna Kassautzki;SPD;;29;08.04.2022;933;0.014134206;0.008854721;0.005545624;0.0051993267
2235;ID202904900;11004858;Stephan Protschka;AFD;;29;08.04.2022;485;0.073067404;0.048928462;0.010722426;0.008094245
2236;ID202905000;11005145;Zoe Mayer;BÜNDNIS 90/DIE GRÜNEN;;29;08.04.2022;403;0.008398747;0.023730583;0.0073586665;0.0043793204
2237;ID202905100;11005123;Ina Latendorf;DIE LINKE;;29;08.04.2022;514;0.046112828;0.011941186;0.030153578;0.004818416
2238;ID202905200;11004690;Karlheinz Busen;FDP;;29;08.04.2022;311;0.014625774;0.009516604;0.004824805;0.004195525
2239;ID202905300;11004269;Hermann Färber;CDU/CSU;;29;08.04.2022;628;0.010697088;0.018158514;0.0062556164;0.004900698
2240;ID202905400;11004355;Susanne Mittag;SPD;;29;08.04.2022;499;0.04980973;0.00804837;0.0047295196;0.0048162974
2241;ID202905500;11005017;Karl Bär;BÜNDNIS 90/DIE GRÜNEN;;29;08.04.2022;536;0.017053049;0.051728666;0.01967309;0.005426903
2242;ID20300100;11004261;Sabine Dittmar;SPD;;3;18.11.2021;677;0.11524717;0.032454785;0.023052953;0.006322285
2243;ID20300200;11004169;Stephan Stracke;CDU/CSU;;3;18.11.2021;660;0.13101241;0.023535391;0.007694739;0.0043385616
2244;ID20300300;11003132;Katrin Göring-Eckardt;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;1019;0.064284004;0.03177261;0.0064050243;0.005059798
2245;ID20300400;11004023;Dr. Marco Buschmann;FDP;;3;18.11.2021;644;0.030685347;0.012096703;0.004689728;0.004389017
2246;ID20300500;11004695;Tino Chrupalla;AFD;;3;18.11.2021;640;0.21856548;0.04362249;0.009989302;0.008403446
2247;ID20300600;11003034;Dr. Dietmar Bartsch;DIE LINKE;;3;18.11.2021;1031;0.08063058;0.016133564;0.0055786604;0.0045584594
2248;ID20300700;11004270;Dr. Johannes Fechner;SPD;;3;18.11.2021;752;0.111651346;0.013725436;0.007813964;0.004783793
2249;ID20300800;11004781;Norbert Kleinwächter;AFD;;3;18.11.2021;207;0.09807604;0.028734729;0.008969361;0.005787797
2250;ID20300900;11004270;Dr. Johannes Fechner;SPD;;3;18.11.2021;79;0.013782895;0.018557603;0.0041604415;0.0039953543
2251;ID20301000;11004276;Thorsten Frei;CDU/CSU;;3;18.11.2021;795;0.07248336;0.022980528;0.0053355494;0.0044550183
2252;ID20301100;11004866;Dr. Manuela Rottmann;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;629;0.15747665;0.030833233;0.0119338855;0.005207739
2253;ID20301200;11003638;Jens Spahn;CDU/CSU;;3;18.11.2021;353;0.023889977;0.008558506;0.004256312;0.0042325766
2254;ID20301300;11004866;Dr. Manuela Rottmann;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;145;0.03188983;0.008056741;0.0048475545;0.0049516354
2255;ID20301400;11004914;Michael Theurer;FDP;;3;18.11.2021;842;0.09470197;0.015072678;0.0058941105;0.004656945
2256;ID20301500;11004892;Martin Sichert;AFD;;3;18.11.2021;933;0.09176249;0.023907213;0.012513595;0.0053266142
2257;ID20301600;11004244;Heike Baehrens;SPD;;3;18.11.2021;386;0.19499665;0.06637818;0.024429569;0.0064581535
2258;ID20301700;11004337;Dr. Katja Leikert;CDU/CSU;;3;18.11.2021;603;0.103625715;0.08451383;0.05212293;0.02707882
2259;ID20301800;11003816;Detlef Müller;SPD;;3;18.11.2021;458;0.008433876;0.011986772;0.004948189;0.0041854833
2260;ID20301900;11004100;Dr. Jan-Marco Luczak;CDU/CSU;;3;18.11.2021;1412;0.1232935;0.006426579;0.008541888;0.004875362
2261;ID20302000;11004444;Dirk Wiese;SPD;;3;18.11.2021;995;0.09232888;0.010296942;0.005220007;0.0042835856
2262;ID20302100;11004866;Dr. Manuela Rottmann;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;123;0.012879701;0.008043388;0.005034469;0.005754831
2263;ID20302200;11005026;René Bochmann;AFD;;3;18.11.2021;136;0.013476645;0.011573361;0.005062282;0.005693974
2264;ID20302300;11004444;Dirk Wiese;SPD;;3;18.11.2021;170;0.21634854;0.008234975;0.0074233394;0.004995546
2265;ID20302400;11004100;Dr. Jan-Marco Luczak;CDU/CSU;;3;18.11.2021;169;0.16901077;0.009060754;0.0059762453;0.005313693
2266;ID20302500;11004336;Dr. Silke Launert;CDU/CSU;;3;18.11.2021;469;0.048498046;0.023502862;0.0056696525;0.004725591
2267;ID20302600;11004246;Ulrike Bahr;SPD;;3;18.11.2021;609;0.05972575;0.042193905;0.017870514;0.0053223106
2268;ID20302700;11003068;Ekin Deligöz;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;687;0.08325166;0.009231693;0.0062717143;0.0044219
2269;ID20302800;11004948;Peter Heidt;FDP;;3;18.11.2021;1014;0.0874726;0.009019641;0.0059516;0.00454362
2270;ID20302900;11004753;Nicole Höchst;AFD;;3;18.11.2021;400;0.07917718;0.043198857;0.034049917;0.0060841576
2271;ID20303000;11004041;Nicole Gohlke;DIE LINKE;;3;18.11.2021;714;0.12027526;0.011052903;0.007153733;0.0041099424
2272;ID20303100;11004681;Silvia Breher;CDU/CSU;;3;18.11.2021;796;0.033522796;0.008591776;0.004851334;0.0044256807
2273;ID20303200;11004942;Marja-Liisa Völlers;SPD;;3;18.11.2021;650;0.061546873;0.026723243;0.0056656646;0.00458123
2274;ID20303300;11004286;Christian Haase;CDU/CSU;;3;18.11.2021;558;0.03463892;0.016525978;0.0048913523;0.004764282
2275;ID20303400;11004072;Maria Klein-Schmeink;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;522;0.044122726;0.017924432;0.00595903;0.004375892
2276;ID20303500;11004261;Sabine Dittmar;SPD;;3;18.11.2021;747;0.034323387;0.010322442;0.005208005;0.005118967
2277;ID20303600;11004113;Dietrich Monstadt;CDU/CSU;;3;18.11.2021;518;0.009678461;0.01857094;0.0050421953;0.004858758
2278;ID20303700;11004780;Karsten Klein;FDP;;3;18.11.2021;668;0.0123877805;0.012655661;0.004924012;0.004320162
2279;ID20303800;11005265;Kay-Uwe Ziegler;AFD;;3;18.11.2021;367;0.011532702;0.0434098;0.00835319;0.0052716583
2280;ID20303900;11003584;Dr. Gesine Lötzsch;DIE LINKE;;3;18.11.2021;278;0.055651736;0.027270064;0.015584959;0.0047079963
2281;ID20304000;11004853;Stephan Pilsinger;CDU/CSU;;3;18.11.2021;591;0.04080198;0.011876509;0.005286263;0.0052594347
2282;ID20304100;11004815;Till Mansmann;FDP;;3;18.11.2021;553;0.038215995;0.0077413428;0.007175633;0.0043348633
2283;ID20304200;11004328;Cansel Kiziltepe;SPD;;3;18.11.2021;426;0.24068019;0.0566047;0.016464159;0.005790393
2284;ID20304300;11004682;Sebastian Brehm;CDU/CSU;;3;18.11.2021;617;0.16504826;0.033047207;0.017854529;0.0050463593
2285;ID20304400;11005167;Dr. Ophelia Nick;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;730;0.0076306793;0.05761366;0.024709899;0.0052027907
2286;ID20304500;11005232;Klaus Stöber;AFD;;3;18.11.2021;546;0.06903766;0.03698445;0.0070600966;0.005838715
2287;ID20304600;11005067;Christian Görke;DIE LINKE;;3;18.11.2021;410;0.18823183;0.02918215;0.03040266;0.006597262
2288;ID20304700;11004355;Susanne Mittag;SPD;;3;18.11.2021;525;0.13907044;0.008039126;0.01827362;0.0048147547
2289;ID20304800;11004731;Kay Gottschalk;AFD;;3;18.11.2021;236;0.1859051;0.0062963567;0.07848763;0.0048069707
2290;ID20304900;11004355;Susanne Mittag;SPD;;3;18.11.2021;40;0.020656226;0.010624189;0.0055930596;0.0074041816
2291;ID20305000;11003706;Artur Auernhammer;CDU/CSU;;3;18.11.2021;501;0.08637575;0.010970041;0.0072012898;0.005494409
2292;ID20305100;11004749;Martin Hess;AFD;;3;18.11.2021;301;0.1823085;0.06456874;0.011656814;0.1571256
2293;ID20305200;11004282;Ulrich Grötsch;SPD;;3;18.11.2021;434;0.280532;0.012929421;0.01507696;0.047722332
2294;ID20305300;11004110;Dr. Mathias Middelberg;CDU/CSU;;3;18.11.2021;426;0.085996225;0.009160266;0.0050452603;0.005534771
2295;ID20305400;11003881;Omid Nouripour;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;786;0.071684495;0.038367398;0.016976226;0.0046490696
2296;ID20305500;11004913;Linda Teuteberg;FDP;;3;18.11.2021;639;0.059982747;0.030106582;0.017481184;0.005686345
2297;ID20305600;11004837;Zaklin Nastic;DIE LINKE;;3;18.11.2021;344;0.26016062;0.030976713;0.026484057;0.032083195
2298;ID20305700;11003846;Frank Schwabe;SPD;;3;18.11.2021;598;0.056679826;0.015609153;0.007890194;0.004997236
2299;ID20305800;11004337;Dr. Katja Leikert;CDU/CSU;;3;18.11.2021;479;0.17242853;0.010830369;0.0076542026;0.006494637
2300;ID20305900;11004781;Norbert Kleinwächter;AFD;;3;18.11.2021;353;0.12186112;0.048357654;0.013980389;0.051083207
2301;ID20306000;11004771;Elisabeth Kaiser;SPD;;3;18.11.2021;535;0.14593826;0.08053935;0.043880682;0.011151936
2302;ID20306100;11004709;Thomas Erndl;CDU/CSU;;3;18.11.2021;385;0.059236344;0.01746512;0.0074960594;0.015002893
2303;ID20306200;11004041;Nicole Gohlke;DIE LINKE;;3;18.11.2021;511;0.074728705;0.08361195;0.041373245;0.0051874784
2304;ID20306300;11004246;Ulrike Bahr;SPD;;3;18.11.2021;682;0.0076685175;0.02951853;0.00955038;0.004942342
2305;ID20306400;11004901;Katrin Staffler;CDU/CSU;;3;18.11.2021;660;0.1758991;0.017594501;0.007894163;0.02938807
2306;ID20306500;11003756;Kai Gehring;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;606;0.03562955;0.09341696;0.030744394;0.0048156045
2307;ID20306600;11004676;Dr. Jens Brandenburg;FDP;;3;18.11.2021;642;0.069746226;0.05214242;0.023246406;0.004929958
2308;ID20306700;11004722;Dr. Götz Frömming;AFD;;3;18.11.2021;566;0.14895332;0.009596921;0.0076297536;0.024404833
2309;ID20306800;11005192;Jessica Rosenthal;SPD;;3;18.11.2021;611;0.03089034;0.111141704;0.015416783;0.0055534514
2310;ID20306900;11004241;Stephan Albani;CDU/CSU;;3;18.11.2021;601;0.068294756;0.015423983;0.0056664627;0.025702262
2311;ID20307000;11005011;Andreas Audretsch;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;646;0.0383741;0.0117524015;0.0061714603;0.0046630413
2312;ID20307100;11004745;Markus Herbrand;FDP;;3;18.11.2021;400;0.12323058;0.010691157;0.008302769;0.0058918134
2313;ID20307200;11004753;Nicole Höchst;AFD;;3;18.11.2021;536;0.084859416;0.018383693;0.009046567;0.0055850158
2314;ID20307300;11004070;Sven-Christian Kindler;BÜNDNIS 90/DIE GRÜNEN;;3;18.11.2021;648;0.03840395;0.012349306;0.006283967;0.0046681333
2315;ID201700200;11004327;Dr. Georg Kippels;CDU/CSU;;17;17.02.2022;883;0.03851137;0.01175391;0.005208485;0.0049541304
2316;ID201700300;11004106;Agnieszka Brugger;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;797;0.04656365;0.04450497;0.030506695;0.0046940916
2317;ID201700400;11004719;Dietmar Friedhoff;AFD;;17;17.02.2022;559;0.14417364;0.033229597;0.011367116;0.06415539
2318;ID201700500;11005064;Knut Gerschau;FDP;;17;17.02.2022;495;0.009248546;0.014632393;0.007242681;0.0050514336
2319;ID201700600;11004111;Cornelia Möhring;DIE LINKE;;17;17.02.2022;568;0.1586054;0.024602706;0.101993755;0.0059764558
2320;ID201700700;11005202;Rebecca Schamber;SPD;;17;17.02.2022;652;0.01933573;0.018552106;0.009786631;0.004723915
2321;ID201700800;11004414;Dr. Wolfgang Stefinger;CDU/CSU;;17;17.02.2022;723;0.09349114;0.008340704;0.025407081;0.020298984
2322;ID201700900;11005065;Dr. Jan-Niclas Gesenhues;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;621;0.14681512;0.008980809;0.050261915;0.0056611444
2323;ID201701000;11005166;Edgar Naujok;AFD;;17;17.02.2022;415;0.16833733;0.030281313;0.014815895;0.07196589
2324;ID201701100;11004757;Dr. Christoph Hoffmann;FDP;;17;17.02.2022;609;0.040099517;0.011167761;0.0058042835;0.0048673865
2325;ID201701200;11004721;Markus Frohnmaier;AFD;;17;17.02.2022;241;0.061225414;0.007951256;0.004665495;0.0058367136
2326;ID201701300;11004757;Dr. Christoph Hoffmann;FDP;;17;17.02.2022;101;0.067702934;0.0067734616;0.0048121284;0.003840645
2327;ID201701400;11005062;Manuel Gava;SPD;;17;17.02.2022;642;0.024961099;0.04191576;0.04195937;0.0044402126
2328;ID201701500;11005266;Nicolas Zippelius;CDU/CSU;;17;17.02.2022;738;0.06314204;0.009291141;0.007498051;0.004962653
2329;ID201701600;11005045;Deborah Düring;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;365;0.057080913;0.047921646;0.049110893;0.0082737645
2330;ID201701700;11004259;Dr. Karamba Diaby;SPD;;17;17.02.2022;396;0.0092703095;0.01194342;0.0055982005;0.005654233
2331;ID201701800;11004182;Dr. Johann David Wadephul;CDU/CSU;;17;17.02.2022;1142;0.07073818;0.020913294;0.005287292;0.006885689
2332;ID201701900;11005229;Dr. Ralf Stegner;SPD;;17;17.02.2022;1027;0.06166998;0.008404273;0.005156584;0.0051311273
2333;ID201702000;11004724;Dr. Alexander Gauland;AFD;;17;17.02.2022;429;0.019562913;0.010799679;0.0052884975;0.0058543896
2334;ID201702100;11004106;Agnieszka Brugger;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;974;0.08525397;0.009581778;0.005544334;0.0050357063
2335;ID201702200;11000756;Dr. Gregor Gysi;DIE LINKE;;17;17.02.2022;691;0.09031586;0.005405045;0.0050129336;0.0054015378
2336;ID201702300;11004799;Ulrich Lechte;FDP;;17;17.02.2022;637;0.15131606;0.0063601485;0.0065588863;0.014027006
2337;ID201702400;11004050;Jürgen Hardt;CDU/CSU;;17;17.02.2022;770;0.069005705;0.0073275287;0.0059177442;0.0054731285
2338;ID201702500;11004692;Petr Bystron;AFD;;17;17.02.2022;139;0.089631066;0.006389635;0.004779282;0.0054218536
2339;ID201702600;11004050;Jürgen Hardt;CDU/CSU;;17;17.02.2022;74;0.01591574;0.0119312;0.0056503727;0.006611061
2340;ID201702700;11003624;Axel Schäfer;SPD;;17;17.02.2022;605;0.024935797;0.016465612;0.0050031776;0.004833445
2341;ID201702800;11005209;Eugen Schmidt;AFD;;17;17.02.2022;296;0.1505997;0.00785701;0.006277969;0.015001484
2342;ID201702900;11005246;Robin Wagener;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;902;0.18077207;0.027952919;0.0074788635;0.022949584
2343;ID201703000;11004712;Dr. Marcus Faber;FDP;;17;17.02.2022;649;0.06823319;0.009983679;0.005806148;0.0057039433
2344;ID201703100;11004764;Johannes Huber;FRAKTIONSLOS;;17;17.02.2022;287;0.016929893;0.011288271;0.0044024503;0.005773973
2345;ID201703200;11004396;Dr. Nina Scheer;SPD;;17;17.02.2022;550;0.014179685;0.008434239;0.0073418925;0.0047931643
2346;ID201703300;11004018;Dr. Reinhard Brandl;CDU/CSU;;17;17.02.2022;750;0.06803411;0.0080080405;0.0055496977;0.0047251075
2347;ID201703400;11005005;Adis Ahmetovic;SPD;;17;17.02.2022;852;0.030570745;0.04628015;0.005148748;0.004790715
2348;ID201703600;11005263;Mareike Lotte Wulf;CDU/CSU;;17;17.02.2022;817;0.015772324;0.060835484;0.043357667;0.0046359044
2349;ID201703700;11005054;Ariane Fäscher;SPD;;17;17.02.2022;693;0.011800772;0.035889927;0.019707832;0.0050402554
2350;ID201703800;11004736;Mariana Iris Harder-Kühnel;AFD;;17;17.02.2022;632;0.26005;0.10056555;0.053393044;0.08318029
2351;ID201703900;11004661;Nicole Bauer;FDP;;17;17.02.2022;518;0.033444986;0.051332902;0.028627494;0.005286405
2352;ID201704000;11005186;Heidi Reichinnek;DIE LINKE;;17;17.02.2022;750;0.022043537;0.06785941;0.03160232;0.0055246223
2353;ID201704100;11004395;Ulle Schauws;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;669;0.008009636;0.12703916;0.10834136;0.005581696
2354;ID201704200;11004052;Mechthild Heil;CDU/CSU;;17;17.02.2022;606;0.02657507;0.025009263;0.025037833;0.005113533
2355;ID201704300;11005139;Erik von Malottki;SPD;;17;17.02.2022;549;0.009714033;0.15922783;0.09623223;0.005221174
2356;ID201704400;11004905;Beatrix von Storch;AFD;;17;17.02.2022;434;0.13525917;0.011267923;0.0075698714;0.038509786
2357;ID201704500;11003764;Britta Haßelmann;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;185;0.09611272;0.030258622;0.0096378345;0.00406743
2358;ID201704600;11004905;Beatrix von Storch;AFD;;17;17.02.2022;297;0.013505611;0.010148986;0.0065819253;0.0049981843
2359;ID201704700;11004941;Gyde Jensen;FDP;;17;17.02.2022;592;0.059309818;0.032093722;0.015699603;0.005663877
2360;ID201704800;11004346;Yvonne Magwas;CDU/CSU;;17;17.02.2022;648;0.03373163;0.012437942;0.0058579617;0.0042676455
2361;ID201704900;11005120;Sarah Lahrkamp;SPD;;17;17.02.2022;486;0.014818969;0.111370616;0.08823423;0.005666923
2362;ID201705000;11003586;Dorothee Bär;CDU/CSU;;17;17.02.2022;1015;0.06926319;0.03724412;0.01667685;0.0050297244
2363;ID201705100;11004246;Ulrike Bahr;SPD;;17;17.02.2022;438;0.012856795;0.10164226;0.073192015;0.005104899
2364;ID201705200;11004683;Leni Breymaier;SPD;;17;17.02.2022;501;0.03933985;0.04079272;0.030659927;0.0068230717
2365;ID201705300;11005025;Jakob Blankenburg;SPD;;17;17.02.2022;365;0.008675505;0.011387629;0.0048163338;0.004272861
2366;ID201705400;11004883;Felix Schreiner;CDU/CSU;;17;17.02.2022;536;0.0069992365;0.018406937;0.0051137744;0.004338493
2367;ID201705500;11005060;Tessa Ganserer;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;560;0.04977502;0.0106483875;0.0075002075;0.0059645786
2368;ID201705600;11004792;Dr. Rainer Kraft;AFD;;17;17.02.2022;422;0.37994564;0.03356;0.12339531;0.0825467
2369;ID201705700;11005076;Ulrike Harzer;FDP;;17;17.02.2022;497;0.007743691;0.024895597;0.0055095763;0.00451638
2370;ID201705800;11003584;Dr. Gesine Lötzsch;DIE LINKE;;17;17.02.2022;304;0.081524596;0.015073703;0.052088995;0.0053190337
2371;ID201705900;11005105;Helmut Kleebank;SPD;;17;17.02.2022;746;0.010116002;0.019323062;0.007449258;0.004788031
2372;ID201706000;11004792;Dr. Rainer Kraft;AFD;;17;17.02.2022;120;0.15893777;0.0062801763;0.005383701;0.07666554
2373;ID201706100;11003584;Dr. Gesine Lötzsch;DIE LINKE;;17;17.02.2022;151;0.12896481;0.01937183;0.005630306;0.0056440043
2374;ID201706200;11005050;Alexander Engelhard;CDU/CSU;;17;17.02.2022;500;0.011649234;0.051775634;0.0065992707;0.0051445994
2375;ID201706300;11005103;Dr. Franziska Kersten;SPD;;17;17.02.2022;307;0.009539708;0.022639805;0.005445475;0.0055310284
2376;ID201706400;11004731;Kay Gottschalk;AFD;;17;17.02.2022;677;0.061924476;0.01993808;0.005118939;0.004863859
2377;ID201706500;11004884;Michael Schrodi;SPD;;17;17.02.2022;809;0.11021333;0.03635595;0.028562663;0.0062211636
2378;ID201706600;11003544;Olav Gutting;CDU/CSU;;17;17.02.2022;668;0.032217257;0.008043639;0.0049103913;0.010525995
2379;ID201706700;11005162;Sascha Müller;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;821;0.03405914;0.012916163;0.006849008;0.004222605
2380;ID201706800;11005260;Janine Wissler;DIE LINKE;;17;17.02.2022;397;0.23397532;0.066673756;0.08417365;0.0059724874
2381;ID201706900;11005158;Maximilian Mordhorst;FDP;;17;17.02.2022;466;0.040964343;0.057778955;0.04904761;0.005107957
2382;ID201707000;11005009;Dagmar Andres;SPD;;17;17.02.2022;511;0.053969678;0.0073277545;0.00562079;0.006700563
2383;ID201707100;11004418;Johannes Steiniger;CDU/CSU;;17;17.02.2022;972;0.06988388;0.019628333;0.010083443;0.0041672187
2384;ID201707200;11004041;Nicole Gohlke;DIE LINKE;;17;17.02.2022;505;0.09171234;0.01965538;0.007067035;0.0051227733
2385;ID201707300;11005268;Katrin Zschau;SPD;;17;17.02.2022;630;0.009487882;0.019033352;0.005410056;0.004746076
2386;ID201707400;11005190;Lars Rohwer;CDU/CSU;;17;17.02.2022;676;0.044495173;0.008435556;0.005763983;0.007861851
2387;ID201707500;11005113;Laura Kraft;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;648;0.0077800937;0.035358;0.006958885;0.004727059
2388;ID201707600;11004722;Dr. Götz Frömming;AFD;;17;17.02.2022;512;0.14498301;0.010933506;0.008898288;0.072956264
2389;ID201707700;11004948;Peter Heidt;FDP;;17;17.02.2022;595;0.02194333;0.019725591;0.0061078626;0.005448924
2390;ID201707800;11005140;Holger Mann;SPD;;17;17.02.2022;554;0.008634744;0.012991681;0.0067626336;0.004773816
2391;ID201707900;11004655;Norbert Maria Altenkamp;CDU/CSU;;17;17.02.2022;641;0.057322007;0.008596137;0.0049642627;0.008817209
2392;ID201708000;11003848;Dr. Petra Sitte;DIE LINKE;;17;17.02.2022;242;0.14037165;0.006876285;0.007996235;0.007118508
2393;ID201708100;11004655;Norbert Maria Altenkamp;CDU/CSU;;17;17.02.2022;68;0.07969002;0.010917018;0.0070346864;0.0071212025
2394;ID201708200;11005039;Dr. Sandra Detzer;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;431;0.0077876183;0.015700264;0.0051773856;0.0051639774
2395;ID201708300;11004352;Jan Metzler;CDU/CSU;;17;17.02.2022;634;0.009904255;0.0112382965;0.0053594336;0.0049172128
2396;ID201708400;11005089;Verena Hubertz;SPD;;17;17.02.2022;577;0.009359978;0.008666485;0.005678691;0.0049821963
2397;ID201708500;11004787;Enrico Komning;AFD;;17;17.02.2022;409;0.23242019;0.07299403;0.018431626;0.039279945
2398;ID201708600;11004923;Gerald Ullrich;FDP;;17;17.02.2022;641;0.008459812;0.008247082;0.0052462146;0.0049356674
2399;ID201708700;11003858;Alexander Ulrich;DIE LINKE;;17;17.02.2022;414;0.071709715;0.010388567;0.03160132;0.0044206893
2400;ID201708800;11005102;Michael Kellner;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;339;0.009241256;0.04166419;0.02473857;0.0051113283
2401;ID201708900;11004829;Axel Müller;CDU/CSU;;17;17.02.2022;425;0.04308122;0.034522798;0.02223705;0.0045920233
2402;ID201709000;11005250;Hannes Walter;SPD;;17;17.02.2022;442;0.008870689;0.011367975;0.0058238013;0.0054826327
2403;ID201709100;11004152;Detlef Seif;CDU/CSU;;17;17.02.2022;320;0.022653328;0.040120654;0.017337708;0.007144999
2404;ID201709200;11005038;Hakan Demir;SPD;;17;17.02.2022;676;0.018975552;0.043112688;0.02442368;0.005149246
2405;ID201709300;11004698;Dr. Gottfried Curio;AFD;;17;17.02.2022;489;0.27297005;0.015973905;0.008917321;0.06815088
2406;ID201709400;11005173;Julian Pahlke;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;745;0.061398596;0.101840325;0.04966589;0.0077174143
2407;ID201709500;999990123;Clara Bünger;DIE LINKE;;17;17.02.2022;308;0.19979793;0.036230557;0.03493349;0.03020339
2408;ID201709600;11004175;Stephan Thomae;FDP;;17;17.02.2022;551;0.09789852;0.023430329;0.005977557;0.02138995
2409;ID201709700;11004845;Josef Oster;CDU/CSU;;17;17.02.2022;489;0.095205784;0.02545882;0.0064771418;0.034129858
2410;ID201709800;11004448;Gülistan Yüksel;SPD;;17;17.02.2022;497;0.007563581;0.16255869;0.07522358;0.0139889205
2411;ID201709900;11004336;Dr. Silke Launert;CDU/CSU;;17;17.02.2022;446;0.13333224;0.027179612;0.01092839;0.020830527
2412;ID201710100;11003259;Annette Widmann-Mauz;CDU/CSU;;17;17.02.2022;537;0.008648359;0.014784562;0.0075127827;0.004861939
2413;ID201710200;11005200;Jamila Schäfer;BÜNDNIS 90/DIE GRÜNEN;;17;17.02.2022;531;0.012104616;0.038715653;0.011755175;0.004931943
