;rede_id;redner_id;redner_name;fraktion;rolle_kurz;sitzung-nr;sitzung-datum;rede_länge;anti_eliticm;people_centrism;left_wing_ideology;right_wing_ideology
0;ID20600100;11003530;Otto Fricke;FDP;;6;09.12.2021;808;0.009331002;0.0075036036;0.0046320143;0.0038551814
1;ID20600200;11003780;Andreas Jung;CDU/CSU;;6;09.12.2021;442;0.12309321;0.036744762;0.0066669355;0.003997756
2;ID20600300;11004407;Andreas Schwarz;SPD;;6;09.12.2021;744;0.011847846;0.01624768;0.0049685836;0.004063826
3;ID20600400;11004675;Peter Boehringer;AFD;;6;09.12.2021;457;0.18053417;0.03247452;0.08551443;0.005194032
4;ID20600500;11004070;Sven-Christian Kindler;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;697;0.025669115;0.015004381;0.01882029;0.0040657166
5;ID20600600;11004849;Victor Perli;DIE LINKE;;6;09.12.2021;302;0.1778231;0.013315434;0.11346879;0.005187784
6;ID20600700;11003815;Carsten Müller;CDU/CSU;;6;09.12.2021;449;0.079648845;0.010284785;0.013394589;0.003873727
7;ID20600800;11004442;Bernd Westphal;SPD;;6;09.12.2021;578;0.07715882;0.018727956;0.005780559;0.0044544553
8;ID20600900;11004366;Florian Oßner;CDU/CSU;;6;09.12.2021;283;0.122018054;0.0252279;0.032314114;0.012020124
9;ID20601000;11004883;Felix Schreiner;CDU/CSU;;6;09.12.2021;404;0.041556373;0.021927886;0.006173783;0.032927394
10;ID20601100;11004393;Johann Saathoff;SPD;;6;09.12.2021;592;0.012262477;0.014533528;0.0054388833;0.004973779
11;ID20601200;11004899;Dr. Dirk Spaniel;AFD;;6;09.12.2021;371;0.16370882;0.04250137;0.050909333;0.0066877226
12;ID20601300;11004726;Stefan Gelbhaar;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;421;0.16390142;0.009303811;0.033077896;0.006095021
13;ID20601400;11004103;Thomas Lutze;DIE LINKE;;6;09.12.2021;301;0.07469281;0.013879394;0.007026096;0.005365505
14;ID20601500;11004864;Bernd Reuther;FDP;;6;09.12.2021;454;0.048613794;0.018554697;0.01566033;0.0045881136
15;ID20601600;11004710;Dr. Wiebke Esdar;SPD;;6;09.12.2021;800;0.103849135;0.017765686;0.011259932;0.0047024484
16;ID20601700;11004899;Dr. Dirk Spaniel;AFD;;6;09.12.2021;201;0.04884712;0.0073084463;0.005253487;0.0037481268
17;ID20601800;11004710;Dr. Wiebke Esdar;SPD;;6;09.12.2021;70;0.08320915;0.008868048;0.005684189;0.006671343
18;ID20601900;11004854;Dr. Christoph Ploß;CDU/CSU;;6;09.12.2021;560;0.030851573;0.07638951;0.028142452;0.005239781
19;ID20602000;11004278;Matthias Gastel;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;310;0.29764724;0.0069738054;0.022384105;0.012275943
20;ID20602100;11004384;Alois Rainer;CDU/CSU;;6;09.12.2021;356;0.044978704;0.009405374;0.0055044936;0.007666343
21;ID20602200;11003068;Ekin Deligöz;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;850;0.030932056;0.03741181;0.033287663;0.0051256856
22;ID20602300;11004116;Nadine Schön;CDU/CSU;;6;09.12.2021;503;0.084462196;0.011241371;0.006523128;0.0047943224
23;ID20602400;11003830;Sönke Rix;SPD;;6;09.12.2021;501;0.02437399;0.013675997;0.005263715;0.004620404
24;ID20602500;11004859;Martin Reichardt;AFD;;6;09.12.2021;425;0.18031542;0.07897967;0.04083556;0.011598123
25;ID20602600;11004890;Matthias Seestern-Pauly;FDP;;6;09.12.2021;553;0.124291785;0.019147053;0.007729683;0.005140622
26;ID20602700;11004041;Nicole Gohlke;DIE LINKE;;6;09.12.2021;638;0.048415504;0.008707182;0.02369076;0.0046135206
27;ID20602800;11004063;Oliver Kaczmarek;SPD;;6;09.12.2021;817;0.0115900505;0.049154133;0.010931654;0.005009911
28;ID20602900;11004336;Dr. Silke Launert;CDU/CSU;;6;09.12.2021;661;0.12906337;0.0099774515;0.005837098;0.0053399582
29;ID20603000;11004873;Ulrike Schielke-Ziesing;AFD;;6;09.12.2021;648;0.2473263;0.07221761;0.09467193;0.060493834
30;ID20603100;11004328;Cansel Kiziltepe;SPD;;6;09.12.2021;487;0.2470955;0.02844351;0.02594071;0.008174019
31;ID20603200;11004912;Dr. Hermann-Josef Tebroke;CDU/CSU;;6;09.12.2021;641;0.018810987;0.02585064;0.009862784;0.0043100277
32;ID20603300;11004127;Lisa Paus;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;789;0.13870603;0.021074735;0.034732305;0.0047656246
33;ID20603400;11004911;Jessica Tatti;DIE LINKE;;6;09.12.2021;311;0.088533066;0.03675209;0.06633096;0.0056950073
34;ID20603500;11004075;Pascal Kober;FDP;;6;09.12.2021;489;0.07180328;0.0068708826;0.005460287;0.0044559343
35;ID20603600;11004389;Dr. Martin Rosemann;SPD;;6;09.12.2021;720;0.07269508;0.02730105;0.016666315;0.0056982893
36;ID20603700;11005257;Dr. Klaus Wiener;CDU/CSU;;6;09.12.2021;332;0.013024331;0.0065308376;0.0047738813;0.004448931
37;ID20603800;11004389;Dr. Martin Rosemann;SPD;;6;09.12.2021;346;0.036156386;0.008319447;0.0046378593;0.004628488
38;ID20603900;11003132;Katrin Göring-Eckardt;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;6;0.0077452804;0.008874324;0.004870795;0.0034278575
39;ID20604000;11004418;Johannes Steiniger;CDU/CSU;;6;09.12.2021;718;0.031456154;0.024197334;0.00622136;0.004341852
40;ID20604100;11004181;Kathrin Vogler;DIE LINKE;;6;09.12.2021;409;0.15232259;0.010958008;0.13893655;0.006255441
41;ID20604200;11004244;Heike Baehrens;SPD;;6;09.12.2021;409;0.013931266;0.018179683;0.010751508;0.00465946
42;ID20604300;11003551;Michael Hennrich;CDU/CSU;;6;09.12.2021;858;0.055043355;0.01763785;0.038517207;0.0048818104
43;ID20604400;11004962;Dr. Janosch Dahmen;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;712;0.010629782;0.009422293;0.0051493826;0.0045393133
44;ID20604500;11004880;Jörg Schneider;AFD;;6;09.12.2021;462;0.13543159;0.0066235694;0.026907148;0.012770235
45;ID20604600;11004922;Dr. Andrew Ullmann;FDP;;6;09.12.2021;680;0.055355933;0.00987287;0.0056593795;0.0050017666
46;ID20604700;11004413;Martina Stamm-Fibich;SPD;;6;09.12.2021;657;0.010557195;0.008467788;0.0055678794;0.004726347
47;ID20604800;11004853;Stephan Pilsinger;CDU/CSU;;6;09.12.2021;507;0.11654286;0.009929904;0.0072910707;0.021541283
48;ID20604900;11004182;Dr. Johann David Wadephul;CDU/CSU;;6;09.12.2021;771;0.02078437;0.008681473;0.0043658344;0.0045051533
49;ID20605000;11004876;Dr. Nils Schmid;SPD;;6;09.12.2021;638;0.036041327;0.013972273;0.004777763;0.004607378
50;ID20605100;11004724;Dr. Alexander Gauland;AFD;;6;09.12.2021;520;0.029532334;0.0066762366;0.0039653135;0.0046341494
51;ID20605200;11003246;Jürgen Trittin;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;636;0.052986942;0.012187513;0.00496529;0.0048962324
52;ID20605300;11005007;Ali Al-Dailami;DIE LINKE;;6;09.12.2021;582;0.095886275;0.007416075;0.0053228247;0.004898541
53;ID20605400;11004798;Alexander Graf Lambsdorff;FDP;;6;09.12.2021;832;0.013908024;0.0068808887;0.0045838263;0.0050710663
54;ID20605500;11004605;Christian Petry;SPD;;6;09.12.2021;678;0.013574376;0.007831771;0.004466056;0.005057039
55;ID20605600;11004050;Jürgen Hardt;CDU/CSU;;6;09.12.2021;784;0.048087317;0.010400749;0.0045584897;0.005514869
56;ID20605700;11005246;Robin Wagener;BÜNDNIS 90/DIE GRÜNEN;;6;09.12.2021;690;0.0938181;0.046576012;0.00695205;0.00680297
57;ID20605800;11003802;Michael Georg Link;FDP;;6;09.12.2021;887;0.055439595;0.008812706;0.00518823;0.009118887
58;ID20605900;11004226;Wolfgang Hellmich;SPD;;6;09.12.2021;705;0.07467448;0.017853232;0.0053374795;0.0066441745
59;ID20606000;11004709;Thomas Erndl;CDU/CSU;;6;09.12.2021;608;0.09867328;0.008599228;0.0054700314;0.006153764
60;ID201200200;11004110;Dr. Mathias Middelberg;CDU/CSU;;12;14.01.2022;1080;0.08786224;0.024530977;0.021430258;0.0044612847
61;ID201200300;11004884;Michael Schrodi;SPD;;12;14.01.2022;1213;0.023758758;0.03792708;0.009814966;0.004742287
62;ID201200400;11004675;Peter Boehringer;AFD;;12;14.01.2022;423;0.21972935;0.030193774;0.03387134;0.06996286
63;ID201200500;11004127;Lisa Paus;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;743;0.021528758;0.011116042;0.017070694;0.0044080033
64;ID201200600;11003584;Dr. Gesine Lötzsch;DIE LINKE;;12;14.01.2022;691;0.09181196;0.023152875;0.058997408;0.0053035454
65;ID201200700;11004820;Christoph Meyer;FDP;;12;14.01.2022;574;0.071435615;0.0074835876;0.0056284014;0.0038593402
66;ID201200800;11003646;Antje Tillmann;CDU/CSU;;12;14.01.2022;863;0.16475573;0.007085646;0.016594537;0.0046355585
67;ID201200900;11004388;Dennis Rohde;SPD;;12;14.01.2022;595;0.009446248;0.027764237;0.005465652;0.0040155584
68;ID201201000;11004731;Kay Gottschalk;AFD;;12;14.01.2022;817;0.27374163;0.022371652;0.040915318;0.020797458
69;ID201201100;11005019;Katharina Beck;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;596;0.037335295;0.01082024;0.0059865583;0.0062288693
70;ID201201200;11004252;Dr. André Berghegger;CDU/CSU;;12;14.01.2022;714;0.017184174;0.0078094695;0.0046527414;0.0044062845
71;ID201201300;11005009;Dagmar Andres;SPD;;12;14.01.2022;632;0.027943332;0.011142062;0.00972806;0.0049212608
72;ID201201400;11004727;Albrecht Glaser;AFD;;12;14.01.2022;451;0.23747422;0.007980564;0.059880503;0.012723324
73;ID201201500;11004070;Sven-Christian Kindler;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;743;0.046185456;0.011352113;0.005266179;0.0044897837
74;ID201201600;11004366;Florian Oßner;CDU/CSU;;12;14.01.2022;733;0.20285518;0.011508162;0.027609969;0.026556186
75;ID201201700;11005175;Wiebke Papenbrock;SPD;;12;14.01.2022;539;0.009116093;0.017577482;0.0057945214;0.005337489
76;ID201201800;11004682;Sebastian Brehm;CDU/CSU;;12;14.01.2022;422;0.1690444;0.0066871396;0.033358905;0.007392651
77;ID201201900;11005194;Dr. Thorsten Rudolph;SPD;;12;14.01.2022;549;0.03742508;0.011065587;0.0059865275;0.0050315177
78;ID201202100;11004011;Steffen Bilger;CDU/CSU;;12;14.01.2022;945;0.18859276;0.035299193;0.011725682;0.039623212
79;ID201202200;11003809;Dr. Matthias Miersch;SPD;;12;14.01.2022;699;0.08433347;0.022557097;0.011898205;0.004997345
80;ID201202300;11004900;René Springer;AFD;;12;14.01.2022;176;0.09641651;0.011455581;0.010427102;0.08541853
81;ID201202400;11003809;Dr. Matthias Miersch;SPD;;12;14.01.2022;232;0.012399757;0.009580833;0.005641498;0.0046599517
82;ID201202500;11004858;Stephan Protschka;AFD;;12;14.01.2022;596;0.23522726;0.02986136;0.014556595;0.059624076
83;ID201202600;11004754;Dr. Gero Clemens Hocker;FDP;;12;14.01.2022;803;0.01975607;0.045101065;0.0072803684;0.0043344134
84;ID201202700;11005123;Ina Latendorf;DIE LINKE;;12;14.01.2022;718;0.09466191;0.029364455;0.061919745;0.0069074132
85;ID201202800;11005145;Zoe Mayer;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;460;0.0093603525;0.04552391;0.016008684;0.0047735306
86;ID201202900;11004415;Albert Stegemann;CDU/CSU;;12;14.01.2022;1156;0.13026994;0.035943385;0.0120121315;0.005432165
87;ID201203000;11004355;Susanne Mittag;SPD;;12;14.01.2022;689;0.022050297;0.009518504;0.005299127;0.0046054423
88;ID201203100;11005189;Frank Rinck;AFD;;12;14.01.2022;580;0.10239327;0.034749962;0.016584791;0.012587045
89;ID201203200;11004690;Karlheinz Busen;FDP;;12;14.01.2022;402;0.06440267;0.033920128;0.007110598;0.006249967
90;ID201203300;11003706;Artur Auernhammer;CDU/CSU;;12;14.01.2022;733;0.05785372;0.024595553;0.00924774;0.005996968
91;ID201203400;11004949;Isabel Mackensen-Geis;SPD;;12;14.01.2022;698;0.02148219;0.029920947;0.008435577;0.007940047
92;ID201203500;11005206;Peggy Schierenbeck;SPD;;12;14.01.2022;586;0.010536309;0.0144495005;0.008268081;0.004937488
93;ID201203700;11004048;Florian Hahn;CDU/CSU;;12;14.01.2022;1214;0.06846392;0.017721139;0.005309681;0.0045251544
94;ID201203800;11004106;Agnieszka Brugger;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;909;0.15423986;0.033668816;0.037218746;0.007442697
95;ID201203900;11004807;Rüdiger Lucassen;AFD;;12;14.01.2022;979;0.0587532;0.00904296;0.0048925173;0.005804983
96;ID201204000;11004712;Dr. Marcus Faber;FDP;;12;14.01.2022;705;0.057610977;0.016435048;0.0051135765;0.0046935603
97;ID201204100;11005007;Ali Al-Dailami;DIE LINKE;;12;14.01.2022;565;0.26994324;0.0059730234;0.011641655;0.007634293
98;ID201204200;11004226;Wolfgang Hellmich;SPD;;12;14.01.2022;611;0.13179152;0.039673388;0.027112443;0.005142074
99;ID201204300;11004924;Kerstin Vieregge;CDU/CSU;;12;14.01.2022;829;0.013059837;0.022675695;0.005023705;0.004866582
100;ID201204400;11005164;Sara Nanni;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;707;0.009519655;0.057501778;0.008387503;0.0050011496
101;ID201204500;11004906;Dr. Marie-Agnes Strack-Zimmermann;FDP;;12;14.01.2022;613;0.073946014;0.038467042;0.0065594655;0.005025429
102;ID201204600;11005124;Kevin Leiser;SPD;;12;14.01.2022;577;0.04615637;0.03056744;0.0059027043;0.0057267286
103;ID201204700;11004800;Jens Lehmann;CDU/CSU;;12;14.01.2022;683;0.052320063;0.04565595;0.006471416;0.005427797
104;ID201204900;11002666;Hermann Gröhe;CDU/CSU;;12;14.01.2022;934;0.07122103;0.017610068;0.0069926614;0.004820695
105;ID201205000;11005045;Deborah Düring;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;564;0.010342113;0.05727494;0.043301877;0.005274148
106;ID201205100;11004721;Markus Frohnmaier;AFD;;12;14.01.2022;697;0.17516011;0.008714585;0.014821584;0.04704727
107;ID201205200;11004815;Till Mansmann;FDP;;12;14.01.2022;706;0.0145561285;0.012546938;0.00577391;0.0051217745
108;ID201205300;11004111;Cornelia Möhring;DIE LINKE;;12;14.01.2022;571;0.096601285;0.03952795;0.117693424;0.005476296
109;ID201205400;11005000;Sanae Abdi;SPD;;12;14.01.2022;655;0.011253543;0.0346891;0.026477223;0.0050417157
110;ID201205500;11004414;Dr. Wolfgang Stefinger;CDU/CSU;;12;14.01.2022;652;0.041542012;0.0118523175;0.005668961;0.00460059
111;ID201205600;11005065;Dr. Jan-Niclas Gesenhues;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;367;0.03090792;0.00924882;0.0072346176;0.0048639425
112;ID201205700;11004719;Dietmar Friedhoff;AFD;;12;14.01.2022;479;0.15730071;0.010423027;0.008219826;0.029810486
113;ID201205800;11004757;Dr. Christoph Hoffmann;FDP;;12;14.01.2022;621;0.060564913;0.009820925;0.007346099;0.005545863
114;ID201205900;11005231;Nadja Sthamer;SPD;;12;14.01.2022;511;0.00797347;0.03348022;0.021430168;0.004637857
115;ID201206000;11004071;Volkmar Klein;CDU/CSU;;12;14.01.2022;770;0.024104478;0.010222072;0.004697616;0.0048244516
116;ID201206100;11005080;Kathrin Henneberger;BÜNDNIS 90/DIE GRÜNEN;;12;14.01.2022;337;0.013545783;0.10535858;0.05970111;0.006269852
117;ID201206300;11004050;Jürgen Hardt;CDU/CSU;;12;14.01.2022;977;0.0150879575;0.007848342;0.004528541;0.004348595
118;ID201206500;11005264;Joachim Wundrak;AFD;;12;14.01.2022;498;0.015429025;0.0069127036;0.004716413;0.0047725937
119;ID201206600;11004828;Alexander Müller;FDP;;12;14.01.2022;566;0.012585907;0.011166921;0.005392142;0.005219022
120;ID201206700;11003746;Sevim Dağdelen;DIE LINKE;;12;14.01.2022;329;0.24311355;0.013124842;0.0075656245;0.03228316
121;ID201206800;11004018;Dr. Reinhard Brandl;CDU/CSU;;12;14.01.2022;430;0.10585525;0.009538983;0.0064010015;0.008163671
122;ID2016600200;11003582;Patricia Lips;CDU/CSU;;166;25.04.2024;537;0.017529257;0.03660026;0.005198758;0.0050355135
123;ID2016600300;11005142;Dr. Zanda Martens;SPD;;166;25.04.2024;916;0.03572562;0.027809594;0.024217257;0.0050654532
124;ID2016600400;11004932;Dr. Harald Weyel;AFD;;166;25.04.2024;603;0.08764202;0.006397292;0.013275371;0.020435756
125;ID2016600500;11004906;Dr. Marie-Agnes Strack-Zimmermann;FDP;;166;25.04.2024;742;0.10485338;0.010859078;0.0059577725;0.00834075
126;ID2016600600;11003573;Gunther Krichbaum;CDU/CSU;;166;25.04.2024;711;0.009276086;0.015542164;0.0043244045;0.0050878325
127;ID2016600700;11005246;Robin Wagener;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;440;0.009654953;0.046247944;0.0054242047;0.00526815
128;ID2016600800;11005305;Dr. Rainer Rothfuß;AFD;;166;25.04.2024;272;0.21086395;0.005282075;0.030258102;0.015520088
129;ID2016600900;11003846;Frank Schwabe;SPD;;166;25.04.2024;690;0.010534192;0.008645132;0.0046338225;0.00517449
130;ID2016601000;11004734;Thomas Hacker;FDP;;166;25.04.2024;561;0.017353786;0.013239674;0.0054688393;0.0054010744
131;ID2016601100;11004021;Ralph Brinkhaus;CDU/CSU;;166;25.04.2024;712;0.011008506;0.02296967;0.005386943;0.0048564826
132;ID2016601200;11003772;Dr. Anton Hofreiter;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;499;0.010720431;0.015547452;0.0043597966;0.00581093
133;ID2016601300;11004781;Norbert Kleinwächter;AFD;;166;25.04.2024;224;0.24023962;0.0074933674;0.0074894787;0.026758049
134;ID2016601400;11005082;Susanne Hennig-Wellsow;DIE LINKE;;166;25.04.2024;376;0.21714386;0.020862188;0.06773436;0.01157259
135;ID2016601500;11005057;Fabian Funke;SPD;;166;25.04.2024;906;0.08148307;0.011674516;0.0063303015;0.012955794
136;ID2016601600;11004060;Andrej Hunko;BSW;;166;25.04.2024;280;0.029811177;0.0068471604;0.0050904085;0.005068028
137;ID2016601700;11005219;Stefan Seidler;FRAKTIONSLOS;;166;25.04.2024;310;0.010578723;0.033222392;0.014630487;0.0053810407
138;ID2016601800;11004383;Alexander Radwan;CDU/CSU;;166;25.04.2024;673;0.087575234;0.020254828;0.0056625498;0.006654724
139;ID2016601900;11005095;Lamya Kaddor;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;820;0.06631147;0.007371697;0.005373289;0.0050423844
140;ID2016602000;11004182;Dr. Johann David Wadephul;CDU/CSU;;166;25.04.2024;677;0.09960415;0.021437718;0.016713925;0.007580497
141;ID2016602100;11004876;Dr. Nils Schmid;SPD;;166;25.04.2024;800;0.07448571;0.029848179;0.0060083;0.005226851
142;ID2016602200;11004905;Beatrix von Storch;AFD;;166;25.04.2024;492;0.18541923;0.008290235;0.0065442547;0.01913743
143;ID2016602300;11004654;Renata Alt;FDP;;166;25.04.2024;615;0.09653608;0.0067094564;0.009518043;0.006923573
144;ID2016602400;11004050;Jürgen Hardt;CDU/CSU;;166;25.04.2024;829;0.05195859;0.007854272;0.0051861973;0.0058603487
145;ID2016602500;11005134;Max Lucks;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;657;0.20793924;0.05044496;0.010697034;0.026827171
146;ID2016602600;11004680;Jürgen Braun;AFD;;166;25.04.2024;395;0.43439463;0.008743153;0.019092096;0.10192941
147;ID2016602700;11005241;Derya Türk-Nachbaur;SPD;;166;25.04.2024;858;0.07663779;0.01373639;0.007808294;0.005532901
148;ID2016602800;11005289;Clara Bünger;DIE LINKE;;166;25.04.2024;419;0.09964691;0.07122716;0.017327767;0.0052019353
149;ID2016602900;11004799;Ulrich Lechte;FDP;;166;25.04.2024;628;0.07345788;0.010779488;0.005580397;0.0060070083
150;ID2016603000;11003259;Annette Widmann-Mauz;CDU/CSU;;166;25.04.2024;504;0.1698112;0.03269774;0.017222174;0.020957075
151;ID2016603100;11003746;Sevim Dağdelen;BSW;;166;25.04.2024;281;0.28059328;0.033323903;0.02817429;0.029617174
152;ID2016603200;11005188;Ye-One Rhie;SPD;;166;25.04.2024;913;0.05303627;0.041525844;0.009515412;0.0045638694
153;ID2016603300;11005053;Robert Farle;FRAKTIONSLOS;;166;25.04.2024;283;0.20296143;0.010560976;0.0070847254;0.007844798
154;ID2016603400;11004709;Thomas Erndl;CDU/CSU;;166;25.04.2024;554;0.09443725;0.051870674;0.0077651935;0.0066908873
155;ID2016603500;11005010;Johannes Arlt;SPD;;166;25.04.2024;1408;0.008769145;0.04276206;0.0061269137;0.004411113
156;ID2016603600;11004924;Kerstin Vieregge;CDU/CSU;;166;25.04.2024;730;0.033619676;0.17099972;0.021252261;0.0050494787
157;ID2016603700;11005164;Sara Nanni;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;622;0.007849954;0.08523325;0.008925952;0.0050062137
158;ID2016603800;11005066;Hannes Gnauck;AFD;;166;25.04.2024;940;0.028590484;0.10467506;0.010810446;0.005557163
159;ID2016603900;11004871;Christian Sauter;FDP;;166;25.04.2024;701;0.006554836;0.059463892;0.005866054;0.00430093
160;ID2016604000;11004048;Florian Hahn;CDU/CSU;;166;25.04.2024;809;0.03408447;0.092971414;0.0068599614;0.0051113945
161;ID2016604200;11005226;Merle Spellerberg;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;740;0.005830813;0.11045438;0.013878015;0.004152044
162;ID2016604300;11003034;Dr. Dietmar Bartsch;DIE LINKE;;166;25.04.2024;500;0.015459945;0.03372384;0.0046983743;0.004109044
163;ID2016604400;11005299;Nils Gründer;FDP;;166;25.04.2024;626;0.008728643;0.1451951;0.011617155;0.005544073
164;ID2016604500;11005033;Dr. Marlon Bröhr;CDU/CSU;;166;25.04.2024;757;0.04386691;0.04467856;0.0063472674;0.0045215706
165;ID2016604600;11004226;Wolfgang Hellmich;SPD;;166;25.04.2024;765;0.0067870636;0.13825127;0.0116963135;0.0051761335
166;ID2016604700;11004727;Albrecht Glaser;AFD;;166;25.04.2024;516;0.17114022;0.006020199;0.033229895;0.00915487
167;ID2016604800;11004947;Nezahat Baradari;SPD;;166;25.04.2024;538;0.18636394;0.035800222;0.008326121;0.01499052
168;ID2016604900;11005035;Yannick Bury;CDU/CSU;;166;25.04.2024;613;0.15137272;0.0102641145;0.008379539;0.026122885
169;ID2016605000;11005111;Chantal Kopf;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;506;0.11268303;0.009327454;0.007843318;0.0067823185
170;ID2016605100;11005129;Dr. Thorsten Lieb;FDP;;166;25.04.2024;796;0.14629756;0.008653484;0.0055490155;0.005814739
171;ID2016605200;11004727;Albrecht Glaser;AFD;;166;25.04.2024;285;0.16490926;0.006003169;0.04432251;0.005476479
172;ID2016605300;11005129;Dr. Thorsten Lieb;FDP;;166;25.04.2024;202;0.102849215;0.009757859;0.0049391403;0.0038629237
173;ID2016605400;11004675;Peter Boehringer;AFD;;166;25.04.2024;457;0.24589689;0.012521007;0.12609531;0.038698427
174;ID2016605500;11004289;Metin Hakverdi;SPD;;166;25.04.2024;711;0.1458941;0.010756171;0.005619315;0.0061975485
175;ID2016605600;11004336;Dr. Silke Launert;CDU/CSU;;166;25.04.2024;868;0.11851929;0.01773717;0.014144699;0.006279408
176;ID2016605700;11005019;Katharina Beck;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;912;0.11285333;0.015259224;0.011082242;0.005233491
177;ID2016605800;11004780;Karsten Klein;FDP;;166;25.04.2024;583;0.10923181;0.00940855;0.03672682;0.004998842
178;ID2016605900;11005106;Dr. Ottilie Klein;CDU/CSU;;166;25.04.2024;444;0.14085567;0.01028401;0.0073633543;0.013572037
179;ID2016606000;11004614;Angelika Glöckner;SPD;;166;25.04.2024;631;0.0932239;0.024383659;0.0075050322;0.005592976
180;ID2016606100;11005069;Dr. Ingeborg Gräßle;CDU/CSU;;166;25.04.2024;448;0.16988976;0.007129726;0.00981683;0.0053453585
181;ID2016606200;11004675;Peter Boehringer;AFD;;166;25.04.2024;242;0.13606861;0.0062863883;0.040267374;0.006720664
182;ID2016606300;11005069;Dr. Ingeborg Gräßle;CDU/CSU;;166;25.04.2024;150;0.06320418;0.008195859;0.0045423624;0.0045348373
183;ID2016606400;11003584;Dr. Gesine Lötzsch;DIE LINKE;;166;25.04.2024;432;0.15010351;0.020613616;0.0070290808;0.0071870224
184;ID2016606500;11004881;Johannes Schraps;SPD;;166;25.04.2024;618;0.18749762;0.008505157;0.012918324;0.07111702
185;ID2016606600;11004444;Dirk Wiese;SPD;;166;25.04.2024;832;0.30154502;0.019774858;0.028735297;0.022435097
186;ID2016606700;11004744;Marc Henrichmann;CDU/CSU;;166;25.04.2024;710;0.28413016;0.008608766;0.028927155;0.014639634
187;ID2016606800;11004123;Dr. Konstantin von Notz;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;608;0.31505522;0.018890403;0.014528816;0.029003285
188;ID2016606900;11004778;Stefan Keuter;AFD;;166;25.04.2024;675;0.30287793;0.005977005;0.043755602;0.02564021
189;ID2016607000;11004796;Konstantin Kuhle;FDP;;166;25.04.2024;769;0.16303577;0.006322731;0.010296976;0.019028757
190;ID2016607200;11005261;Mechthilde Wittmann;CDU/CSU;;166;25.04.2024;727;0.16698;0.013817946;0.007210109;0.016840793
191;ID2016607300;11003881;Omid Nouripour;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;794;0.17130548;0.006332284;0.0059674475;0.005789327
192;ID2016607400;11004288;Dr. André Hahn;DIE LINKE;;166;25.04.2024;477;0.18049665;0.007616584;0.028858136;0.006393447
193;ID2016607500;11004941;Gyde Jensen;FDP;;166;25.04.2024;869;0.25868568;0.035503916;0.034729883;0.017474577
194;ID2016607600;11004656;Philipp Amthor;CDU/CSU;;166;25.04.2024;689;0.14843737;0.01952877;0.014329834;0.017082034
195;ID2016607700;11004291;Sebastian Hartmann;SPD;;166;25.04.2024;762;0.20416036;0.02476592;0.007829713;0.015919419
196;ID2016607800;11005053;Robert Farle;FRAKTIONSLOS;;166;25.04.2024;362;0.26438808;0.0153816575;0.007329853;0.009645006
197;ID2016607900;11004959;Dorothee Martin;SPD;;166;25.04.2024;660;0.32317835;0.025828885;0.023847181;0.051623695
198;ID2016608200;11004924;Kerstin Vieregge;CDU/CSU;;166;25.04.2024;807;0.069329716;0.017535554;0.006615275;0.0045246235
199;ID2016608300;11005226;Merle Spellerberg;BÜNDNIS 90/DIE GRÜNEN;;166;25.04.2024;437;0.010201498;0.019827768;0.006191191;0.004617186
200;ID2016608400;11005066;Hannes Gnauck;AFD;;166;25.04.2024;642;0.30693743;0.053251147;0.010603734;0.02972283
201;ID2016608500;11004828;Alexander Müller;FDP;;166;25.04.2024;927;0.02812915;0.016324881;0.0046843947;0.0045395815
202;ID2016608600;11004048;Florian Hahn;CDU/CSU;;166;25.04.2024;650;0.1919772;0.006791535;0.008010899;0.0073631792
203;ID2016608700;11003034;Dr. Dietmar Bartsch;DIE LINKE;;166;25.04.2024;379;0.046488665;0.010060541;0.0100941425;0.004412755
